989650654456635_1371855362902827,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1009053402487394/?type=3,2017-04-18 01:40:45,0,0,0
989650654456635_1370768013011562,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1010853665640701/?type=3,2017-04-17 01:53:00,3,0,0
989650654456635_1370759916345705,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1010853665640701/?type=3,2017-04-17 01:39:56,0,0,0
989650654456635_1370758393012524,link,,Maria,https://www.facebook.com/groups/106835049485370/permalink/779562938879241/,2017-04-17 01:37:24,0,0,0
989650654456635_1370717063016657,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1009053402487394/?type=3,2017-04-17 00:44:48,0,0,0
989650654456635_1370715323016831,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1009053402487394/?type=3,2017-04-17 00:43:41,0,0,0
989650654456635_1369612389793791,video,,AP Christianevents,https://www.facebook.com/APCHRISTIANEVENTS/videos/1863911453891891/,2017-04-16 03:30:00,5,0,0
989650654456635_1327221447366219,video,,SỰ THẬT,https://www.facebook.com/SUTHATTHETRUTHNEWS/videos/536434599863533/,2017-03-06 05:06:08,1,0,0
989650654456635_1324442540977443,photo,,Joseph,https://www.facebook.com/photo.php?fbid=596130790587874&set=gm.643690505808901&type=3,2017-03-03 03:28:19,0,0,0
989650654456635_1315386535216377,link,,Anh,,2017-02-21 03:26:09,0,0,0
989650654456635_1313513472070350,photo,,SỰ THẬT,https://www.facebook.com/SUTHATTHETRUTHNEWS/photos/a.222523304587999.1073741827.222419537931709/717342468439411/?type=3,2017-02-19 02:45:13,3,0,0
989650654456635_1313509138737450,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1027875583938509/?type=3,2017-02-19 02:38:56,3,0,0
989650654456635_1313502628738101,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1010853665640701/?type=3,2017-02-19 02:31:47,3,0,0
989650654456635_1289315864490111,link,,Hai thiên thạch khổng lồ đang lao về phía Trái đất,http://www.baomoi.com/hai-thien-thach-khong-lo-dang-lao-ve-phia-trai-dat/c/21287388.epi,2017-01-25 13:58:45,4,0,2
989650654456635_1271244712963893,link,,Sao,https://www.facebook.com/groups/antinthienchuahangsong/permalink/611817862329499/,2017-01-06 02:43:08,2,0,0
989650654456635_1268587079896323,photo,,TRỜI MỚI ĐẤT MỚI,https://www.facebook.com/sachsuthat.troimoidatmoi/photos/a.642235395835865.1073741828.642175285841876/1010853665640701/?type=3,2017-01-03 02:03:30,5,0,0
